QKEY,INTERVIEW_START_W68,INTERVIEW_END_W68,DEVICE_TYPE_W68,LANG_W68,FLOYDFOL_W68,FLOYDDISC_W68,FLOYDCOVER_W68,FLOYDATTN_W68,FLOYDATTN2_a_W68,FLOYDATTN2_b_W68,FLOYDATTN2_c_W68,FLOYDATTN2_d_W68,FLOYDATTN2_e_W68,FLOYDATTN2_f_W68,FLOYDPROT_a_W68,FLOYDPROT_b_W68,FLOYDPROT_c_W68,FLOYDPROT_d_W68,FLOYDTRUMPFOL_W68,FLOYDTRUMPMSSG_W68,FLOYDSTLOCFOL_W68,FLOYDSM_W68,LGLSTATUS_W68,DACA2018_W68,RACESURV20_W68,COVIDRACE2_a_W68,COVIDRACE2_b_W68,COVIDRACE2_c_W68,COVIDRACE2_d_W68,RACESURV53_a_W68,RACESURV53_b_W68,RACESURV53_e_W68,RACESURV53_f_W68,RACESURV53_h_W68,COVIDRACE3_a_W68,COVIDRACE3_b_W68,COVIDRACE3_c_W68,COVIDRACE3_d_W68,COVIDRACE7_a_W68,COVIDRACE7_b_W68,COVIDRACE7_c_W68,COVIDRACE7_d_W68,COVIDRACE8_W68,COVIDFOL_W68,COVIDCOVER1_W68,COVIDTRUMPFOL_W68,COVIDFACTS_a_W68,COVIDFACTS_b_W68,COVIDFACTS_c_W68,COVIDFACTS_d_W68,COVIDFACTS_e_W68,COVIDDEAL_W68,COVIDNEWSCHNG_a_W68,COVIDNEWSCHNG_b_W68,COVIDNEWSCHNG_c_W68,COVIDNEWSCHNG_d_W68,COVIDNEWSCHNG_e_W68,COVIDTOGETHER_W68,COVIDINFODIFF_W68,COVIDLOCINFO_W68,NEWSHEARD_l_W68,NEWSHEARD_m_W68,NEWSHEARD_n_W68,NEWSHEARD_o_W68,NEWSHEARD_g_W68,NEWSHEARD_i_W68,NEWSHEARD_j_W68,RACESURV14_W68,EQUALEFFECT_a_W68,EQUALEFFECT_b_W68,EQUALEFFECT_c_W68,EQUALEFFECT_d_W68,BLM_W68,RACEACTIVISM_a_W68,RACEACTIVISM_b_W68,RACEACTIVISM_c_W68,RACEACTIVISM_d_W68,RACEACTIVISM_e_W68,COVIDMV_a_W68,COVIDMV_b_W68,COVIDMVWY_W68,COVIDMVWRE_W68,COVIDMVIN_a_W68,COVIDMVIN_b_W68,COVIDMVIN_c_W68,COVIDMVIN_d_W68,COVIDMVKNW_W68,COVIDCOUNT_W68,COVIDCOUNT2_W68,COVIDSTYHM_W68,COVIDUNEMPLOY_W68,COVIDANTIBODIES_W68,KNOWFAUCI_W68,COVIDMASK1_W68,COVIDMASK2_W68,COVIDMASK3_W68,COVIDPLANHRD_W68,COVIDPLANTRUE_W68,COVIDPLANWATCH_W68,CAMPNII_W68,CAMP20INT_W68,CANDNEWS_a_W68,CANDNEWS_b_W68,GROUP_TRUST_a_W57,NEWS_MOST_W57,TALKPOL_W57,FOLELECT_W57,CR_PARTYNEWSUSE_W57,CR_NEWS_INFLU_W57,CR_DIG_SAV_W57,CR_MAINSOPOL_GROUPS_W57,CR_KNOWLEDGE_INDEX_W57,COVIDNEWSRELY_W66,CR_COVID_DEATHS_CNTY_W68,CR_COVID_DEATHS_PERCAP_W68,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,FLAG_W68,WEIGHT_W68
2.02E+11,6/5/2020 18:07,6/5/2020 18:33,2,1,2,1,3,1,2,1,2,2,2,2,2,1,1,2,2,4,2,1,2,1,2,3,3,3,3,2,1,1,1,2,1,2,2,2,1,3,3,3,2,2,2,2,4,3,3,3,3,1,2,,2,2,1,2,1,,3,2,1,3,2,2,2,4,1,2,3,2,1,1,1,3,1,1,3,1, , ,2,1,2,2, ,3,9,3,3,2,3,1,2,2,2,3,3,3,2,2,2,2,7,1,2,2,1,2,,1,4,1,1,1,4,2,2,2,3,2,1,1,1,1,1,12, ,6,4,1,1,4,2,1,3,2,1,1,6,1,2,2,1.289681914
2.02E+11,6/7/2020 22:48,6/8/2020 1:40,1,1,1,2,2,3,2,3,3,2,3,2,1,4,1,1,1,4,1,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,4,2,2,1,2,3,2,2,1,1,2,3,1,2,2,1,1,1,1,1,1,4,1,1,2,1,1,3,3,3,1,1,3,3, , , , , , ,1,3,9,2,3,2,3,1,2,4,2,3,1,2,3,1,1,2,7,2,2,5,1,1,,3,7,2,1,1,4,3,1,2,4,2,1,1,1,1,3,12, ,6,3,2,2,7,1,1,3,1,2,3,6,1,3,2,0.580029456
2.02E+11,6/5/2020 18:47,6/5/2020 18:58,1,1,1,2,3,3,3,1,2,2,3,3,1,2,1,1,1,4,2,1,2,1,3,3,3,3,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,3,1,4,3,3,2,2,3,2,3,3,1,1,2,1,1,2,2,2,2,2,2,1,4,2,2,2,2,1,3,3,3,1,3,3,3, , , , , , ,2,4,2,2,3,2,3,2,2,4,2,4,3,1,2,2,1,2,2,2,1,5,1,1,3,3,2,2,1,1,4,2,1,1,5,2,4,4,1,1,2,12, ,6,2, ,2,8,1,1,5,1,1,3,6,1,4,2,0.401690971
2.02E+11,6/6/2020 19:48,6/6/2020 19:57,2,1,2,4,1,3,3,3,3,3,3,3,1,3,1,1,3,4,3,2,2,1,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,2,3,3,2,2,2,2,3,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,4,1,1,2,1,1,3,3,2,2,3,3,3, , , , , , ,2,3,9,1,3,2,3,1,1,4,2,3,3,3,4,2,2,2,7,2,1,5,2,1,,3,2,2,1,1,4,2,1,1,5,2,1,1,1,1,1,12, ,6,2, ,2,5,2,1,5,1,1,2,6,1,4,2,0.320847796
2.02E+11,6/5/2020 23:10,6/5/2020 23:19,1,1,1,3,2,3,3,1,2,2,2,2,2,3,1,1,1,4,2,4,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,4,2,2,2,2,2,2,2,1,2,3,1,1,1,2,1,1,2,2,2,1,4,2,2,3,2,1,3,3,3,1,4,3,1, , ,1,2,2,2, ,4,2,2,3,2,3,1,3,4,3, , ,1,2,2,2,1,4,1,1,5,1,1,3,3,2,2,1,1,4,3,1,1,6,2,1,1,1,1,1,2,2,3,2, ,2,9,1,1,3,1,1,3,6,1,3,2,0.322042265
2.02E+11,6/9/2020 18:33,6/9/2020 18:49,1,1,1,2,3,2,3,1,3,2,3,2,1,1,1,1,2,4,2,1,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,4,2,1,1,2,2,2,1,1,3,2,2,1,1,2,1,2,1,3,1,1,4,2,2,3,1,1,3,3,2,1,1,3,3, , , , , , ,2,4,2,2,3,2,3,1,1,4,2,4,3,2,2,2,1,2,7,2,1,4,1,1,,3,1,2,1,1,4,2,1,1,5,2,1,1,1,1,6,9, ,6,2, ,2,6,2,1,4,1,2,3,6,1,4,2,0.740932707
2.02E+11,6/7/2020 1:32,6/7/2020 1:55,1,1,1,3,1,3,3,3,3,3,3,3,1,2,1,1,2,4,2,4,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,1,2,4,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,3,3,2,1,2,1,1,3,3,3,1,4,3,3, , , , , , ,2,4,2,1,3,1,3,1,1,4,2,3,3,1,2,2,2,1,5,3,2,5,2,2,3,3,2,2,1,1,4,3,1,1,5,2,1,1,1,1,6,9, ,6,2, ,2,6,2,1,5,1,2,2,6,1,4,2,0.409324446
2.02E+11,6/5/2020 23:26,6/5/2020 23:40,2,1,1,2,2,2,3,3,3,2,2,2,1,3,1,1,2,4,2,3,2,1,2,3,3,3,3,1,1,1,2,2,2,2,2,2,3,1,2,2,2,2,3,1,4,3,2,3,2,2,3,1,3,1,2,2,1,1,2,1,2,2,3,2,2,4,3,3,2,3,1,3,1,3,1,4,3,3, , , , , , ,1,5,1,2,3,2,3,1,1,3,2,4,3,1,1,1,2,2,7,3,3,5,3,1,8,2,10,2,1,1,4,2,1,2,3,1,1,3,1,1,1,10, ,6,2, ,2,9,1,1,3,1,2,3,1,1,3,2,0.760027393
2.02E+11,6/5/2020 18:59,6/5/2020 19:19,2,1,2,3,3,2,3,1,2,2,3,2,2,3,1,1,3,4,2,2,2,1,2,3,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,4,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,4,2,1,2,1,1,1,1,1,1,1,3,3, , , , , , ,2,2,1,1,4,2,3,1,2,4,2,3,1,3,4,2,2,2,7,3,3,5,3,2,9,2,2,2,1,1,4,3,2,1,6,2,,,1,1,6,11, ,4,4,2,2,6,2,1,4,1,2,2,6,1,4,2,1.082948842
2.02E+11,6/7/2020 17:35,6/7/2020 17:55,2,1,2,3,3,3,2,3,2,2,3,2,1,2,1,2,2,4,3,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,2,3,3,2,2,2,1,2,2,1,1,2,2,3,2,1,1,1,4,1,2,1,2,1,3,3,2,1,3,3,3, , , , , , ,1,3,9,2,3,2,3,1,2,4,2,4,2,3,3,2,2,2,6,3,2,4,2,1,,3,7,3,2,1,4,2,2,1,6,2,1,1,1,1,2,1,2,5,2, ,2,6,2,2,3,1,1,2,6,1,3,2,0.505327488
2.02E+11,6/8/2020 22:20,6/8/2020 22:42,1,1,1,3,1,1,1,3,3,3,3,3,1,2,1,1,2,4,2,4,2,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,4,2,1,2,2,3,1,1,2,1,3,3,1,2,2,1,2,1,2,1,2,4,1,1,3,1,1,3,2,2,2,3,3,3, , , , , , ,2,2,2,1,3,2,3,1,1,4,2,1,3,2,1,,1,2,4,2,1,5,2,1,9,3,2,2,1,1,4,4,1,1,6,2,1,1,1,1,1,5, ,5,2, ,2,7,1,1,3,1,1,2,6,1,3,2,0.192245365
2.02E+11,6/6/2020 14:20,6/6/2020 14:43,2,1,1,2,2,3,3,1,1,3,3,3,1,2,1,1,1,4,1,3,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,3,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,3,3, , , , , , ,2,5,2,1,3,2,3,1,2,4,1,4,3,1,2,2,1,2,5,1,1,4,2,1,3,3,2,2,1,1,4,3,2,1,5,2,1,1,1,1,1,12, ,5,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.243031792
2.02E+11,6/5/2020 20:03,6/5/2020 20:19,1,1,2,2,1,3,2,3,2,2,3,3,1,2,1,1,2,4,2,4,2,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,2,1,1,2,2,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,3,1,4,3,3, , , , , , ,2,3,9,2,4,2,3,1,2,4,1,4,3,3,1,2,2,2,4,2,2,4,1,2,,2,2,2,1,1,4,4,2,1,5,2,1,1,1,1,6,12, ,6,2, ,2,3,3,1,4,1,2,2,6,1,4,2,0.707964354
2.02E+11,6/5/2020 18:20,6/5/2020 19:08,1,1,2,2,2,3,3,1,2,2,3,2,1,3,1,1,3,4,2,4,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,3,3,3,3,3,2,2,1,3,1,3,1,2,2,2,2,2,2,2,1,4,2,2,2,1,1,3,2,3,1,4,3,3, , , , , , ,2,5,2,2,4,3,3,1,2,4,2,3,3,3,2,2,2,2,7,3,3,4,3,2,,2,2,2,1,1,4,3,2,1,5,2,1,1,1,1,2,10, ,5,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.341042808
2.02E+11,6/5/2020 20:05,6/5/2020 20:18,2,1,1,2,2,3,3,3,3,3,3,3,1,2,1,1,1,4,1,4,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,4,2,2,1,1,2,3,3,2,1,2,1,2,1,1,1,1,3,1,1,1,4,2,1,2,1,1,3,2,3,1,4,3,3, , , , , , ,2,1,2,2,3,2,3,5,2,4,3, , ,2,3,2,1,1,4,1,2,4,2,2,,3,7,2,1,1,4,3,2,1,6,2,1,1,1,1,1,10, ,6,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.243031792
2.02E+11,6/6/2020 4:33,6/6/2020 5:00,2,1,3,4,2,1,1,1,2,3,1,3,1,1,1,3,3,3,3,1,1,2,3,3,1,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,3,4,4,4,4,4,1,2,2,1,3,1,3,1,1,3,2,3,3,1,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3, , , , , , ,2,5,1,1,5,3,5,4,2,4,3, , ,4,4,2,2,3,6,4,3,5,3,1,,1,8,2,1,1,4,1,1,2,3,2,1,1,1,1,6,12, ,6,2, ,2,3,3,1,3,1,2,2,6,1,3,2,2.12686844
2.02E+11,6/5/2020 20:06,6/5/2020 20:17,1,1,1,3,2,3,3,1,3,2,3,2,1,2,1,1,1,4,2,3,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,2,2,2,2,3,1,2,3,1,2,1,2,1,1,2,1,2,2,1,1,4,2,1,2,2,1,3,2,3,1,1,3,3, , , , , , ,1,4,2,2,3,2,3,1,1,4,2,4,3,1,1,2,1,1,7,1,1,4,2,1,9,3,2,2,1,1,4,3,1,1,5,2,1,1,1,1,1,9, ,6,2, ,2,9,1,1,5,1,1,3,6,1,4,2,0.322042265
2.02E+11,6/5/2020 18:16,6/5/2020 18:26,2,1,4,3,3,1,3,1,3,2,3,1,1,2,1,2,4,2,3,2,1,1,3,1,2,3,3,2,2,2,2,2,2,2,2,2,1,1,3,2,1,3,4,3,4,4,3,3,3,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2,3,3,2,2,4,1,3,3,3,3,1,4,3,3, , , , , , ,2,4,1,2,5,2,3,3,2,4,3, , ,3,4,2,2,2,7,3,3,3,3,1,,3,7,2,3,1,4,2,1,1,5,2,1,1,1,1,6,12, ,6,3,1,1,7,1,3,2,1,2,3,6,1,1,2,2.122257763
2.02E+11,6/5/2020 19:32,6/5/2020 20:00,1,1,3,3,3,2,2,1,2,2,3,2,1,3,1,1,3,3,3,2,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,4,3,2,3,3,3,2,2,3,1,3,3,2,1,2,2,2,2,3,1,1,4,2,1,2,2,2,3,2,3,1,4,3,3, , , , , , ,2,4,2,3,3,2,3,1,1,4,3, , ,3,3,2,2,2,2,2,2,5,1,1,7,2,2,2,1,1,4,1,1,2,3,2,1,1,1,1,1,9, ,6,2, ,2,4,2,1,4,1,1,2,6,1,4,2,0.9213144
2.02E+11,6/5/2020 20:56,6/5/2020 21:16,1,1,2,4,2,3,2,3,3,2,3,3,1,2,1,1,4,,3,4,2,,2,3,3,3,3,2,1,1,1,2,1,2,2,1,1,1,1,2,,2,2,4,3,3,2,2,3,1,2,2,2,1,2,2,1,1,3,1,2,2,2,1,2,3,,,,,,3,3,3,3,4,3,3, , , , , , ,2,3,9,1,3,2,3,1,1,4,3, , ,3,4,2,2,3,4,3,1,3,2,2,3,2,2,1,1,1,4,4,1,1,6,2,1,1,1,1,3,1,2,2,3,,9,6,2,1,2,1,1,2,6,1,9,2,0.2426046
2.02E+11,6/5/2020 19:28,6/5/2020 19:41,1,1,1,3,2,1,2,1,3,2,3,1,1,1,1,1,1,4,1,4,2,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,4,2,1,3,2,3,2,1,2,1,2,3,2,2,2,1,1,2,3,2,2,4,2,2,3,1,2,3,3,3,1,3,2,3, , , , , , ,1,1,2,2,9,2,3,1,2,4,3, , ,1,3,2,2,1,3,4,2,3,2,2,3,2,7,1,1,1,4,4,2,1,5,2,1,1,1,1,1,1,1,2,1, ,1,6,2,1,3,1,2,2,6,1,2,2,1.116715129
2.02E+11,6/6/2020 0:49,6/6/2020 1:16,3,1,1,3,1,3,2,3,3,3,2,3,1,1,1,1,2,3,2,1,2,1,3,3,1,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,4,1,1,2,1,3,2,3,3,2,3,3,2,1,2,2,3,2,,2,2,4,4,2,3,3,1,3,3,3,1,3,3,3, , , , , , ,2,2,1,,3,2,1,2,1,4,3, , ,1,1,2,1,1,4,1,1,6,1,2,2,2,2,1,1,1,4,3,2,1,5,2,1,1,1,1,3,12, ,6,2, ,2,,,1,4,1,1,,6,1,4,2,0.243031792
2.02E+11,6/5/2020 18:56,6/5/2020 19:10,1,1,1,2,1,2,3,1,2,3,3,3,1,2,1,1,1,4,1,2,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,4,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,4,1,1,2,2,1,2,1,3,1,1,3,3, , , , , , ,2,5,2,2,3,2,3,1,1,4,2,4,3,1,3,2,1,2,7,2,1,5,2,1,7,2,2,1,1,1,4,4,1,1,6,2,1,1,1,1,1,9, ,5,2, ,2,9,1,1,5,1,1,3,6,1,4,2,0.192245365
2.02E+11,6/5/2020 18:43,6/5/2020 19:04,1,1,1,3,1,3,3,3,3,3,3,3,1,2,2,1,1,4,1,2,2,1,2,3,3,3,3,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,4,2,2,2,2,3,1,1,3,3,3,3,1,1,2,1,1,2,2,1,1,4,1,2,1,1,1,2,2,2,1,3,3,3, , , , , , ,2,4,1,2,3,2,3,1,1,4,3, , ,2,2,1,1,1,3,4,2,5,2,1,3,2,2,2,1,1,4,4,2,2,3,1,1,3,1,1,3,2,2,5,3,2,2,6,2,1,3,1,2,2,1,1,3,2,0.6180648
2.02E+11,6/7/2020 15:23,6/7/2020 15:36,2,1,2,3,3,3,3,1,2,2,3,3,1,3,1,1,3,4,4,1,1,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,3,4,2,1,2,5,3,2,2,3,3,2,2,1,1,2,1,2,2,3,2,1,4,1,1,1,1,1,3,3,3,1,1,2,3, , , , , , ,2,4,2,2,5,2,3,1,3,4,3, , ,4,2,2,2,2,2,2,2,5,2,1,7,3,7,1,1,1,4,2,2,2,4,2,1,1,1,1,1,9, ,6,2, ,2,7,1,1,5,1,1,2,6,1,4,2,0.383012824
2.02E+11,6/5/2020 21:26,6/5/2020 21:40,2,1,1,1,2,2,2,1,3,2,2,2,1,1,1,1,3,4,1,1,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,3,2,4,2,2,2,2,2,3,3,2,3,2,1,2,2,2,1,2,1,2,1,1,4,2,1,3,2,1,3,3,1,1,1,3,3, , , , , , ,2,5,1,2,4,2,3,1,1,4,2,3,3,1,3,2,1,1,6,1,1,5,2,1,7,2,7,2,1,1,4,2,2,2,4,1,1,3,1,1,1,9, ,6,2, ,2,3,3,1,5,1,1,1,4,1,4,2,0.108610827
2.02E+11,6/6/2020 3:24,6/6/2020 3:49,2,1,1,3,2,3,3,3,3,3,3,3,1,3,1,1,1,4,2,3,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,4,3,3,2,2,1,3,3,3,1,1,3,3, , , , , , ,1,2,2,1,3,2,3,1,1,4,3, , ,1,4,2,2,2,7,3,1,4,1,1,7,2,2,1,1,1,4,2,2,1,5,2,1,1,1,1,1,1,2,4,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.341042808
2.02E+11,6/6/2020 22:57,6/6/2020 23:14,1,1,1,3,2,3,3,1,3,2,3,2,1,3,1,1,1,4,2,4,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,2,2,2,2,3,3,1,1,1,3,1,1,2,1,1,2,2,1,2,4,3,2,2,3,1,3,3,3,1,4,3,3, , , , , , ,2,4,,2,3,2,3,1,2,4,2,4,3,2,3,2,2,2,2,3,1,5,2,2,7,3,1,1,1,1,4,4,1,1,6,2,1,1,1,6,3,9, ,6,3,2,2,6,2,1,4,1,2,3,6,4,4,2,0.675567139
2.02E+11,6/6/2020 0:08,6/6/2020 0:25,2,1,2,3,4,1,3,1,1,2,3,1,3,1,3,2,3,,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,4,3,2,4,4,4,4,1,2,2,2,1,1,3,1,1,2,1,1,1,3,2,1,1,3,3,3,2,4,3,3,3,1,1,3,3, , , , , , ,2,5,1,2,1,3,3,4,2,4,1,2,3,3,3,1,2,3,3,2,2,2,2,1,4,3,8,1,2,1,4,4,1,1,5,2,1,1,1,1,1,1,1,1,3,1,1,5,2,1,1,1,1,2,6,1,1,2,0.2426046
2.02E+11,6/6/2020 5:04,6/6/2020 5:17,1,1,1,3,2,3,3,1,3,3,3,2,1,2,1,1,1,4,1,4,2,1,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,4,2,2,2,2,3,2,3,3,3,2,1,2,1,2,2,2,2,1,1,1,4,2,1,2,1,1,3,3,3,1,2,3,3, , , , , , ,2,5,1,2,3,2,3,1,2,4,2,4,3,2,2,2,2,2,4,3,1,5,1,2,6,3,2,1,2,1,4,3,2,1,6,2,1,1,1,1,3,1,1,5,2, ,2,4,2,1,4,1,2,2,6,1,4,2,0.545770717
2.02E+11,6/7/2020 6:01,6/7/2020 6:17,2,1,2,2,3,3,2,3,3,2,2,2,1,3,1,1,3,3,3,1,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,4,3,2,3,3,3,2,2,3,2,3,3,1,1,1,3,3,2,3,2,2,4,2,1,2,1,1,3,3,3,1,1,3,3, , , , , , ,1,2,2,1,4,1,3,2,1,4,2,3,3,3,4,2,2,2,6,3,4,7,3,2,3,1,2,1,1,1,4,1,2,3,1,2,1,1,1,1,1,9, ,6,4,2,2,3,3,3,4,1,2,1,6,1,4,2,5.101336714
2.02E+11,6/5/2020 17:46,6/8/2020 15:31,1,1,3,4,1,1,3,1,3,2,3,3,1,1,1,1,4,4,2,1,2,1,2,3,,3,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,2,2,2,2,3,2,2,2,,3,1,1,2,1,1,3,1,1,1,3,4,2,2,3,1,2,3,3,3,1,3,3,2, , , , , , ,2,3,9,2,3,2,3,,1,4,1,3,2,2,4,2,2,2,6,2,3,7,,1,,2,2,1,1,1,4,3,2,2,3,2,1,1,1,1,3,1,1,4,3,2,2,2,3,1,3,1,2,1,6,1,3,2,0.813027674
2.02E+11,6/6/2020 21:48,6/6/2020 22:22,1,1,1,3,4,1,3,2,3,3,3,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,3,2,2,1,1,2,2,2,2,2,1,1,2,3,1,1,3,1,3,4,3,4,3,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,4,2,3,3,3,3,1,3,3,1, , ,1,2,2,2, ,4,1,2,9,2,3,4,3,4,2,4,2,1,3,2,2,3,4,2,2,2,2,1,4,2,4,1,1,1,4,3,2,2,3,2,1,1,1,1,1,1,1,5,4,1,1,8,1,1,3,1,1,2,6,1,2,2,0.508270457
2.02E+11,6/7/2020 16:25,6/7/2020 16:39,2,1,4,5,3,3,3,3,3,3,3,3,1,1,1,1,4,3,4,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,5,5,3,5,5,1,1,3,1,3,1,2,1,2,3,3,3,3,2,3,3,2,1,1,3,2,1,3,3,3,2,3,3,3, , , , , , ,2,3,9,1,9,3,5,2,2,4,3, , ,4,4,2,2,1,5,4,4,6,3,1,,1,8,1,1,1,4,1,2,1,5,2,1,1,1,1,6,1,1,2,3,1,1,6,2,1,3,1,1,2,6,1,2,2,0.7647247
2.02E+11,6/6/2020 1:48,6/6/2020 3:59,2,1,1,1,2,3,3,3,3,3,3,3,1,4,1,1,1,4,1,1,,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,3,2,2,3,1,3,3,2,2,1,2,2,3,3,3,1,4,2,2,2,1,2,3,3,3,1,3,3,3, , , , , , ,2,4,2,2,3,2,3,1,2,4,2,4,3,1,4,2,2,2,7,3,1,5,1,1,9,3,2,1,1,1,4,3,1,1,5,2,1,1,1,1,3,10, ,6,2, ,2,6,2,1,3,1,2,3,6,1,3,2,0.409324446
2.02E+11,6/8/2020 0:28,6/8/2020 0:41,2,1,3,3,4,3,2,1,3,2,3,3,1,1,2,2,3,2,3,1,1,1,2,1,1,3,3,2,1,1,1,2,2,1,1,1,1,2,2,3,1,3,4,3,3,4,2,3,3,1,2,2,3,3,2,3,2,1,1,1,2,3,3,3,3,1,2,1,2,1,2,3,3,3,1,1,3,3, , , , , , ,2,5,1,2,9,3,5,2,2,3,1,2,3,3,3,2,1,4,6,3,3,7,3,1,,2,7,1,1,1,4,1,2,2,4,2,1,1,1,1,2,3,2,4,1, ,1,2,3,1,2,1,2,1,6,1,1,2,3.788558616
2.02E+11,6/5/2020 17:54,6/5/2020 18:08,2,1,3,3,1,3,2,1,3,2,2,3,1,3,1,1,4,3,2,1,2,1,3,1,2,3,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,3,4,2,1,2,1,3,1,1,3,1,3,1,2,1,3,1,2,2,2,1,1,4,2,2,3,1,1,3,3,3,2,3,3,3, , , , , , ,2,3,9,1,5,2,5,1,1,4,3, , ,3,3,2,2,1,4,2,2,5,2,1,1,1,3,1,1,1,4,3,2,2,3,2,1,1,1,1,5,12, ,6,2, ,2,2,3,1,4,1,1,1,6,1,4,2,0.263336803
2.02E+11,6/5/2020 22:26,6/5/2020 22:47,2,1,1,2,1,3,3,1,3,2,3,2,1,1,1,1,1,4,2,4,2,1,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,3,2,1,1,1,3,3,2,2,2,3,3,2,1,2,1,1,2,1,1,1,4,1,1,2,1,1,3,3,2,1,4,3,3, , , , , , ,2,4,1,1,4,2,3,1,1,4,3, , ,1,4,2,2,1,7,2,1,4,2,1,,3,1,1,1,1,4,2,1,1,6,2,1,1,1,1,1,1,2,4,3,2,2,6,2,1,4,1,1,2,6,1,4,2,0.428843481
